8453,13
2756,13
8157,13
2644,13
8435,13
3300,13
1253,13
2254,13
2562,13
3364,13
3560,13
2769,13
7771,8
3770,8
8964,8
9786,8
8862,8
8698,8
8918,8
9809,8
2731,8
8945,8
8703,8
7714,8
2806,8
8614,8
9769,8
2827,8
9562,2
8832,2
7402,2
7368,2
7489,2
1580,2
7480,2
7084,2
7284,2
3459,2
6986,2
5798,2
3896,2
3678,2
8727,2
3691,2
7179,2
8665,2
1176,2
1077,2
9550,2
3904,2
1501,2
3426,2
1324,2
964,2
1188,2
7448,2
7108,2
5627,2
7541,19
8744,19
886,19
2574,19
8428,19
9757,19
7182,19
2539,19
3638,11
3207,11
3535,11
3301,11
8851,11
7688,11
8657,11
3677,11
3608,11
7737,11
3150,11
9718,11
1479,17
2468,17
2809,17
8868,17
3199,17
3031,17
1527,17
8360,17
1190,4
8772,4
8586,4
7244,4
8551,4
7375,4
9569,4
7379,4
8940,4
9787,4
7346,4
2485,4
2682,4
8251,4
7085,4
1987,4
8736,4
978,4
5821,4
3901,4
8915,4
1723,15
1323,15
1389,15
1473,15
2143,15
1373,15
3330,15
1481,15
3472,15
9542,6
7550,6
6097,6
7079,6
6210,6
8294,6
1448,6
1685,6
1221,6
1001,6
5962,6
7887,6
7018,6
5612,6
5766,6
7758,6
5738,6
8883,9
8766,9
7247,9
2551,9
2033,9
8790,9
7063,9
2328,9
2601,9
2896,9
2125,9
3909,9
1364,9
7724,9
2613,12
3368,12
7157,12
7776,12
3466,12
2894,12
7657,12
3840,12
7700,12
3732,12
2084,12
3745,12
1216,20
1961,20
7421,20
5785,20
7019,20
2154,20
7757,20
5715,20
3082,1
7684,1
8895,1
3360,1
2305,1
3239,1
3237,1
3511,1
2541,1
634,1
915,1
8781,1
8700,1
1990,1
3255,1
2560,1
3099,1
3495,1
5828,1
5829,1
2676,1
3642,1
8778,1
1748,1
3800,1
2837,1
6012,1
7223,1
7501,1
2176,1
2175,1
3260,1
890,1
3537,1
1117,1
3016,1
3412,1
898,1
1595,1
7975,1
5678,1
3655,1
8306,1
1758,1
7619,1
3779,1
5958,1
1878,1
7077,1
7750,1
8688,1
1252,1
3276,1
2610,1
3545,1
1520,1
7745,1
3664,1
8833,1
7900,1
2739,1
2219,1
1801,1
8695,1
8458,1
2076,1
8296,1
959,1
1417,1
8740,1
1153,1
2121,1
3176,1
1270,1
1305,1
2755,1
442,1
2875,1
960,1
961,1
2079,1
8615,1
6952,1
3688,1
5900,1
1306,1
7544,1
1680,1
8230,1
1712,1
2404,1
3179,1
9559,1
7537,1
979,1
2409,1
3618,1
7033,1
7158,1
8522,1
3232,1
2383,1
1690,1
7392,1
1844,1
5805,1
2534,1
2412,1
989,1
2418,1
5690,10
7532,10
5980,10
6004,10
5937,10
1589,10
2689,10
1523,10
1268,10
1760,10
5588,10
1517,10
1307,10
1921,18
8462,18
8374,18
2025,18
2772,18
2662,18
3102,18
2859,18
8651,3
8234,3
8672,3
7765,3
2792,3
3482,3
2591,3
3516,3
3557,3
3579,3
3533,3
3433,3
8845,3
936,3
2308,3
8245,3
9210,3
7698,3
3574,3
3396,3
3152,3
2634,3
3403,3
2852,3
942,3
967,3
1949,3
3789,3
3824,3
7297,5
8425,5
9731,5
7654,5
2000,5
8370,5
6073,5
1404,5
2966,5
3716,5
3849,5
1721,5
3017,5
2488,5
7536,5
833,5
867,5
2929,5
5888,5
2922,16
7100,16
1466,16
2234,16
2908,16
933,16
6228,16
7490,16
9580,16
8575,7
9760,7
3761,7
2793,7
7091,7
3221,7
2670,7
3006,7
1862,7
3622,7
2310,7
3498,7
8459,7
3874,7
3636,7
2945,7
2449,14
9785,14
2425,14
2555,14
2147,14
2345,14
1781,14
2474,14
2451,14
2690,14
